1	20
2	8
3	28
4	26
5	28
6	24
7	28
8	16
9	33
10	27
11	14
12	20
13	25
14	33
15	29
16	29
17	25
18	21
19	22
20	13
21	6
22	24
23	31
24	3
25	23
26	18
27	5
28	0
29	14
30	22
31	4
32	28
33	25
34	11
35	32
36	22
37	24
38	20
39	28
40	16
41	31
42	7
43	7
44	36
45	7
46	5
47	5
48	13
49	36
50	20
51	25
52	12
53	14
54	7
55	5
56	24
57	5
58	5
59	9
60	5
61	24
62	4
63	36
64	9
65	23
66	25
67	35
68	4
69	27
70	5
71	25
72	13
73	20
74	19
75	5
76	36
77	17
78	25
79	11
80	1
81	17
82	7
83	25
84	5
85	10
86	19
87	18
88	8
89	35
90	14
91	35
92	7
93	18
94	1
95	26
96	28
97	8
98	5
99	7
100	26
101	5
102	13
103	3
104	25
105	14
106	28
107	5
108	24
109	4
110	7
111	24
112	24
113	26
114	5
115	20
116	5
117	10
118	17
119	28
120	17
121	5
122	24
123	30
124	22
125	7
126	2
127	17
128	20
129	9
130	27
131	36
132	19
133	13
134	32
135	24
136	2
137	6
138	1
139	27
140	6
141	21
142	25
143	1
144	25
145	29
146	10
147	25
148	31
149	34
150	26
151	26
152	20
153	5
154	23
155	17
156	36
157	7
158	36
159	20
160	16
161	0
162	12
163	8
164	7
165	24
166	32
167	20
168	10
169	24
170	14
171	10
172	29
173	36
174	22
175	34
176	35
177	29
178	31
179	29
180	20
181	7
182	9
183	5
184	15
185	35
186	28
187	24
188	25
189	36
190	10
191	25
192	11
193	26
194	19
195	24
196	19
197	7
198	20
199	31
200	35
201	11
202	30
203	11
204	32
205	3
206	19
207	29
208	10
209	17
210	20
211	7
212	36
213	10
214	32
215	15
216	27
217	30
218	18
219	12
220	0
221	15
222	1
223	26
224	25
225	21
226	20
227	29
228	18
229	30
230	12
231	25
232	28
233	11
234	11
235	32
236	25
237	25
238	30
239	33
240	18
241	31
242	18
243	25
244	7
245	14
246	35
247	8
248	3
249	36
250	11
251	9
252	25
253	33
254	2
255	36
256	23
257	31
258	10
259	7
260	19
261	26
262	15
263	26
264	7
265	22
266	25
267	4
268	20
269	18
270	20
271	27
272	13
273	10
274	7
275	25
276	24
277	27
278	25
279	28
280	7
281	8
282	14
283	30
284	26
285	32
286	34
287	35
288	12
289	23
290	21
291	13
292	21
293	22
294	20
295	8
296	6
297	19
298	2
299	5
300	6
301	20
302	17
303	3
304	31
305	11
306	10
307	31
308	33
309	14
310	18
311	6
312	29
313	15
314	9
315	12
316	35
317	24
318	32
319	24
320	21
321	11
322	21
323	5
324	26
325	2
326	12
327	21
328	5
329	12
330	7
331	13
332	30
333	12
334	30
335	13
336	3
337	12
338	3
339	15
340	4
341	5
342	6
343	7
344	0
345	35
346	2
347	3
348	10
349	23
350	6
351	16
352	11
353	33
354	15
355	6
356	27
357	19
358	6
359	12
360	32
361	9
362	35
363	6
364	35
365	13
366	8
367	0
368	15
369	20
370	25
371	8
372	17
373	9
374	34
375	12
376	18
377	20
378	2
379	30
380	31
381	16
382	27
383	32
384	3
385	11
386	27
387	2
388	21
389	16
390	34
391	32
392	21
393	27
394	5
395	0
396	2
397	20
398	33
399	16
400	22
401	0
402	0
403	10
404	12
405	21
406	9
407	33
408	2
409	27
410	7
411	18
412	3
413	33
414	33
415	9
416	2
417	31
418	21
419	7
420	32
421	9
422	17
423	3
424	19
425	24
426	35
427	23
428	4
429	33
430	30
431	29
432	13
433	0
434	1
435	8
436	3
437	6
438	34
439	14
440	20
441	19
442	9
443	32
444	16
445	3
446	33
447	23
448	31
449	7
450	27
451	12
452	27
453	29
454	21
455	15
456	14
457	34
458	33
459	7
460	29
461	6
462	14
463	21
464	11
465	14
466	9
467	9
468	32
469	17
470	35
471	17
472	31
473	31
474	7
475	1
476	23
477	24
478	22
479	1
480	24
481	6
482	15
483	1
484	33
485	2
486	13
487	21
488	20
489	17
490	4
491	24
492	17
493	19
494	9
495	15
496	15
497	30
498	29
499	24
500	23
501	15
502	34
503	34
504	22
505	27
506	24
507	29
508	7
509	27
510	21
511	1
512	0
513	15
514	22
515	34
516	29
517	22
518	33
519	27
520	16
521	15
522	20
523	22
524	18
525	20
526	17
527	29
528	21
529	20
530	8
531	17
532	24
533	34
534	33
535	16
536	34
537	22
538	16
539	2
540	19
541	23
542	27
543	14
544	27
545	4
546	2
547	1
548	13
549	0
550	20
551	20
552	23
553	11
554	9
555	12
556	3
557	18
558	22
559	1
560	18
561	1
562	8
563	19
564	20
565	15
566	12
567	18
568	22
569	23
570	0
571	14
572	4
573	14
574	18
575	12
576	22
577	13
578	8
579	2
580	34
581	30
582	24
583	2
584	30
585	13
586	3
587	20
588	22
589	22
590	12
591	2
592	16
593	11
594	8
595	0
596	13
597	23
598	11
599	30
600	23
601	33
602	23
603	8
604	1
605	3
606	23
607	8
608	19
609	23
610	4
611	0
612	4
613	11
614	33
615	17
616	1
617	33
618	30
619	8
620	8
621	23
622	14
623	18
624	24
625	18
626	15
627	22
628	11
629	8
630	14
631	16
632	19
633	24
634	8
635	19
636	11
637	16
638	20
639	33
640	0
641	3
642	4
643	19
644	4
645	20
646	22
647	9
648	18
649	11
650	17
651	11
652	12
653	24
654	11
655	20
656	30
657	3
658	1
659	15
660	8
661	19
662	19
663	30
664	34
665	4
666	33
667	34
668	0
669	4
670	17
671	1
672	30
673	11
674	8
675	12
676	24
677	4
678	0
679	22
680	22
681	30
682	0
683	16
684	13
685	2
686	30
687	1
688	11
689	24
690	17
691	0
692	16
693	17
694	16
695	13
696	18
697	24
698	2
699	8
700	9
701	9
702	18
703	19
704	2
705	3
706	4
707	16
708	19
709	13
710	9
711	16
712	15
713	3
714	12
715	14
716	8
717	11
718	13
719	12
720	11
721	30
722	15
723	0
724	24
