1	5
2	19
3	40
4	20
5	38
6	11
7	4
8	18
9	13
10	5
11	24
12	35
13	20
14	21
15	35
16	35
17	20
18	40
19	19
20	40
21	35
22	31
23	14
24	15
25	18
26	3
27	18
28	16
29	38
30	2
31	4
32	20
33	16
34	29
35	13
36	35
37	1
38	27
39	24
40	13
41	13
42	7
43	14
44	17
45	2
46	20
47	32
48	13
49	23
50	13
51	17
52	16
53	32
54	11
55	6
56	38
57	30
58	38
59	30
60	25
61	20
62	35
63	30
64	35
65	26
66	35
67	38
68	40
69	1
70	36
71	19
72	10
73	21
74	13
75	21
76	18
77	33
78	40
79	12
80	26
81	16
82	39
83	24
84	20
85	17
86	1
87	16
88	18
89	13
90	36
91	26
92	25
93	10
94	3
95	27
96	31
97	14
98	5
99	27
100	1
101	20
102	26
103	21
104	14
105	2
106	35
107	18
108	6
109	38
110	21
111	16
112	39
113	20
114	8
115	20
116	16
117	4
118	14
119	32
120	25
121	6
122	38
123	6
124	26
125	40
126	9
127	23
128	26
129	39
130	16
131	27
132	29
133	29
134	23
135	30
136	32
137	35
138	18
139	21
140	13
141	27
142	5
143	33
144	7
145	39
146	40
147	24
148	35
149	27
150	20
151	27
152	1
153	31
154	40
155	20
156	39
157	36
158	20
159	12
160	30
161	35
162	6
163	31
164	20
165	38
166	25
167	8
168	16
169	38
170	39
171	20
172	33
173	38
174	31
175	2
176	24
177	13
178	27
179	8
180	20
181	31
182	40
183	5
184	28
185	20
186	26
187	28
188	5
189	20
190	2
191	25
192	21
193	17
194	20
195	5
196	30
197	4
198	32
199	18
200	26
201	5
202	23
203	26
204	18
205	28
206	16
207	30
208	21
209	34
210	31
211	35
212	39
213	13
214	23
215	40
216	20
217	2
218	13
219	20
220	38
221	26
222	14
223	6
224	20
225	20
226	5
227	30
228	5
229	24
230	31
231	40
232	3
233	1
234	39
235	14
236	3
237	10
238	13
239	3
240	25
241	16
242	40
243	8
244	40
245	20
246	36
247	30
248	33
249	1
250	25
251	33
252	40
253	13
254	5
255	14
256	33
257	5
258	10
259	13
260	40
261	31
262	26
263	30
264	19
265	25
266	10
267	15
268	38
269	10
270	3
271	20
272	21
273	7
274	40
275	2
276	40
277	5
278	29
279	26
280	28
281	1
282	30
283	7
284	19
285	20
286	35
287	21
288	16
289	21
290	21
291	9
292	24
293	34
294	11
295	18
296	33
297	13
298	38
299	21
