1	24 
2	17 
3	37 
4	30 
5	8 
6	3 
7	39 
8	15 
9	6 
10	15 
11	16 
12	5 
13	2 
14	32 
15	35 
16	37 
17	23 
18	13 
19	19 
20	1 
21	25 
22	1 
23	31 
24	31 
25	34 
26	42 
27	40 
28	17 
29	29 
30	4 
31	16 
32	32 
33	33 
34	5 
35	16 
36	36 
37	29 
38	3 
39	12 
40	40 
41	2 
42	13 
43	29 
44	31 
45	22 
46	9 
47	10 
48	40 
49	5 
50	19 
51	34 
52	5 
53	18 
54	16 
55	21 
56	7 
57	37 
58	32 
59	18 
60	5 
61	36 
62	9 
63	24 
64	22 
65	41 
66	31 
67	32 
68	27 
69	28 
70	33 
71	9 
72	1 
73	39 
74	29 
75	2 
76	17 
77	27 
78	36 
79	10 
80	22 
81	27 
82	34 
83	40 
84	9 
85	34 
86	14 
87	29 
88	24 
89	7 
90	6 
91	16 
92	13 
93	41 
94	27 
95	18 
96	42 
97	5 
98	24 
99	33 
100	33 
101	27 
102	35 
103	15 
104	5 
105	1 
106	4 
107	35 
108	13 
109	29 
110	12 
111	1 
112	15 
113	29 
114	31 
115	36 
116	27 
117	5 
118	17 
119	31 
120	32 
121	14 
122	12 
123	14 
124	19 
125	11 
126	2 
127	26 
128	34 
129	4 
130	16 
131	27 
132	2 
133	4 
134	31 
135	40 
136	14 
137	9 
138	2 
139	27 
140	26 
141	28 
142	1 
143	24 
144	34 
145	37 
146	18 
147	41 
148	3 
149	13 
150	7 
151	8 
152	29 
153	20 
154	26 
155	15 
156	37 
157	34 
158	28 
159	36 
160	24 
161	10 
162	34 
163	30 
164	6 
165	33 
166	4 
167	20 
168	7 
169	12 
170	29 
171	28 
172	12 
173	24 
174	30 
175	17 
176	27 
177	13 
178	19 
179	12 
180	13 
181	37 
182	11 
183	22 
184	18 
185	3 
186	27 
187	41 
188	21 
189	31 
190	26 
191	7 
192	15 
193	40 
194	16 
195	34 
196	24 
197	19 
198	41 
199	8 
200	39 
201	40 
202	14 
203	9 
204	4 
205	18 
206	30 
207	40 
208	37 
209	14 
210	32 
211	26 
212	14 
213	41 
214	26 
215	41 
216	25 
217	17 
218	24 
219	37 
220	10 
