1	295
1	502
1	735
1	894
1	900
1	960
2	106
2	654
2	662
2	716
2	742
2	904
3	135
3	551
3	564
3	623
3	846
3	963
4	128
4	433
4	530
4	727
4	743
4	795
5	341
5	417
5	589
5	714
5	769
5	930
6	531
6	596
6	842
6	978
6	986
6	995
7	318
7	669
7	739
7	800
7	850
7	940
8	76
8	373
8	521
8	532
8	788
8	795
9	208
9	555
9	590
9	651
9	667
9	884
10	501
10	520
10	824
10	907
10	930
10	998
11	91
11	511
11	705
11	720
11	740
11	992
12	63
12	249
12	296
12	722
12	982
12	994
13	17
13	195
13	640
13	804
13	823
13	960
14	296
14	445
14	527
14	539
14	590
14	827
15	56
15	77
15	124
15	705
15	841
15	942
16	205
16	440
16	727
16	789
16	832
16	885
17	13
17	165
17	389
17	438
17	570
17	939
18	473
18	606
18	627
18	648
18	863
18	901
19	65
19	465
19	683
19	721
19	983
19	993
20	87
20	270
20	413
20	658
20	703
20	900
21	176
21	250
21	642
21	689
21	761
21	809
22	244
22	336
22	695
22	741
22	791
22	838
23	120
23	124
23	145
23	250
23	603
23	753
24	348
24	452
24	458
24	695
24	881
24	995
25	112
25	242
25	305
25	572
25	736
25	988
26	57
26	68
26	285
26	767
26	824
26	978
27	520
27	564
27	598
27	607
27	878
27	991
28	254
28	262
28	429
28	714
28	730
28	743
29	142
29	334
29	669
29	833
29	952
29	996
30	181
30	199
30	595
30	733
30	865
30	938
31	483
31	539
31	545
31	573
31	915
31	999
32	326
32	358
32	714
32	726
32	920
32	932
33	176
33	472
33	535
33	571
33	786
33	968
34	370
34	536
34	541
34	753
34	781
34	944
35	76
35	677
35	691
35	803
35	835
35	944
36	820
36	861
36	869
36	879
36	916
36	948
37	122
37	443
37	589
37	747
37	957
37	994
38	199
38	365
38	369
38	380
38	726
38	911
39	308
39	678
39	788
39	807
39	893
39	985
40	319
40	386
40	538
40	678
40	818
40	977
41	767
41	840
41	865
41	915
41	930
41	979
42	47
42	567
42	666
42	827
42	959
42	967
43	344
43	437
43	587
43	596
43	743
43	995
44	282
44	425
44	570
44	682
44	769
44	891
45	474
45	724
45	838
45	927
45	932
45	939
46	60
46	132
46	251
46	691
46	887
46	938
47	42
47	419
47	662
47	677
47	730
47	768
48	89
48	300
48	524
48	698
48	805
48	950
49	358
49	391
49	514
49	527
49	715
49	775
50	143
50	269
50	271
50	837
50	907
50	932
51	207
51	472
51	759
51	801
51	845
51	905
52	67
52	279
52	358
52	377
52	564
52	910
53	394
53	733
53	800
53	837
53	849
53	961
54	59
54	576
54	761
54	822
54	914
54	972
55	148
55	223
55	581
55	728
55	882
55	887
56	15
56	111
56	486
56	705
56	813
56	966
57	26
57	116
57	432
57	623
57	760
57	826
58	416
58	509
58	541
58	656
58	819
58	895
59	54
59	383
59	625
59	726
59	945
59	946
60	46
60	338
60	473
60	600
60	699
60	975
61	224
61	610
61	653
61	761
61	814
61	969
62	79
62	785
62	802
62	807
62	837
62	984
63	12
63	151
63	589
63	645
63	833
63	861
64	515
64	647
64	816
64	835
64	846
64	948
65	19
65	231
65	640
65	823
65	834
65	922
66	324
66	335
66	446
66	635
66	656
66	749
67	52
67	458
67	490
67	776
67	800
67	841
68	26
68	101
68	290
68	558
68	857
68	951
69	455
69	476
69	543
69	660
69	806
69	875
70	192
70	229
70	423
70	441
70	550
70	721
71	460
71	522
71	525
71	533
71	857
71	889
72	350
72	575
72	580
72	697
72	787
72	881
73	296
73	314
73	481
73	563
73	779
73	847
74	268
74	377
74	410
74	691
74	815
74	1000
75	377
75	477
75	717
75	844
75	898
75	949
76	8
76	35
76	103
76	112
76	436
76	609
77	15
77	253
77	512
77	572
77	696
77	952
78	83
78	368
78	519
78	607
78	676
78	772
79	62
79	535
79	678
79	749
79	832
79	866
80	110
80	215
80	658
80	662
80	758
80	870
81	372
81	429
81	809
81	854
81	941
81	972
82	333
82	421
82	893
82	946
82	963
82	971
83	78
83	134
83	320
83	606
83	631
83	836
84	182
84	298
84	350
84	472
84	617
84	905
85	117
85	245
85	532
85	768
85	902
85	906
86	164
86	171
86	604
86	867
86	920
86	935
87	20
87	140
87	518
87	685
87	690
87	782
88	137
88	772
88	810
88	836
88	881
