1	63 
2	9 
3	60 
4	12 
5	11 
6	23 
7	44 
8	69 
9	43 
10	60 
11	13 
12	4 
13	37 
14	47 
15	45 
16	3 
17	8 
18	82 
19	20 
20	40 
21	17 
22	47 
23	78 
24	18 
25	39 
26	61 
27	31 
28	28 
29	3 
30	39 
31	1 
32	5 
33	34 
34	40 
35	42 
36	45 
37	64 
38	78 
39	58 
40	58 
41	52 
42	54 
43	15 
44	66 
45	4 
46	52 
47	51 
48	64 
49	12 
50	41 
51	10 
52	82 
53	46 
54	64 
55	79 
56	36 
57	1 
58	72 
59	74 
60	2 
61	29 
62	9 
63	36 
64	12 
65	45 
66	76 
67	50 
68	61 
69	28 
70	46 
71	21 
72	74 
73	3 
74	71 
75	17 
76	43 
77	21 
78	24 
79	35 
80	72 
81	60 
82	49 
83	74 
84	4 
85	19 
86	41 
87	51 
88	61 
89	68 
90	51 
91	30 
92	34 
93	42 
94	62 
95	56 
96	2 
97	66 
98	28 
99	39 
100	38 
101	65 
102	21 
103	13 
104	25 
105	43 
106	47 
107	53 
108	14 
109	57 
110	45 
111	31 
112	53 
113	79 
114	27 
115	1 
116	83 
117	26 
118	33 
119	58 
120	37 
121	78 
122	38 
123	12 
124	20 
125	45 
126	78 
127	20 
128	73 
129	38 
130	54 
131	79 
132	34 
133	79 
134	73 
135	9 
136	55 
137	74 
138	75 
139	49 
140	51 
141	28 
142	19 
143	21 
144	21 
145	8 
146	56 
147	34 
148	64 
149	42 
150	5 
151	82 
152	61 
153	46 
154	75 
155	63 
156	1 
157	63 
158	6 
159	21 
160	54 
161	27 
162	49 
163	56 
164	51 
165	19 
166	28 
167	40 
168	80 
169	70 
170	83 
171	48 
172	47 
173	2 
174	2 
175	77 
176	16 
177	75 
178	67 
179	63 
180	36 
181	77 
182	28 
183	43 
184	36 
185	8 
186	18 
187	5 
188	17 
189	18 
190	40 
191	80 
192	61 
193	29 
194	81 
195	34 
196	66 
197	73 
198	65 
199	57 
200	38 
201	4 
202	80 
203	11 
204	83 
205	17 
206	51 
207	70 
208	23 
209	26 
210	22 
211	56 
212	50 
213	10 
214	7 
215	17 
216	21 
217	22 
218	39 
219	66 
220	20 
221	74 
222	9 
223	44 
224	83 
225	20 
226	34 
227	62 
228	60 
229	38 
230	72 
231	35 
232	66 
233	18 
234	46 
235	68 
236	12 
237	42 
238	50 
239	69 
240	7 
241	46 
242	35 
243	75 
244	57 
245	67 
246	49 
247	64 
248	79 
249	71 
250	73 
251	42 
252	57 
253	71 
254	38 
255	18 
256	56 
257	80 
258	47 
259	46 
260	31 
261	16 
262	83 
263	43 
264	58 
265	66 
266	23 
267	65 
268	39 
269	9 
270	26 
271	55 
272	44 
273	28 
274	12 
275	34 
276	20 
277	59 
278	16 
279	24 
280	2 
281	30 
282	22 
283	41 
284	34 
285	2 
286	2 
287	27 
288	74 
289	11 
290	10 
291	20 
292	1 
293	48 
294	79 
295	75 
296	70 
297	18 
298	33 
299	38 
300	66 
301	40 
302	19 
303	11 
304	66 
305	70 
306	60 
307	6 
308	32 
309	14 
310	45 
311	13 
312	23 
313	44 
314	46 
315	82 
316	30 
317	50 
318	29 
319	42 
320	10 
321	16 
322	42 
323	67 
324	26 
325	71 
326	37 
327	15 
328	37 
329	37 
330	66 
331	67 
332	66 
333	13 
334	54 
335	8 
336	75 
337	78 
338	74 
339	14 
340	79 
341	6 
342	15 
343	52 
344	18 
345	78 
346	75 
347	68 
348	48 
349	82 
350	74 
351	72 
352	20 
353	24 
354	15 
355	43 
356	41 
357	56 
358	5 
359	59 
360	21 
361	55 
362	41 
363	42 
364	19 
365	26 
366	44 
367	9 
368	59 
369	74 
370	46 
371	61 
372	46 
373	29 
374	22 
375	29 
376	69 
377	57 
378	78 
379	4 
380	70 
381	38 
382	43 
383	15 
384	83 
385	17 
386	53 
387	31 
388	8 
389	5 
390	57 
391	11 
392	23 
393	34 
394	13 
395	39 
396	40 
397	49 
398	34 
399	32 
400	80 
401	3 
402	52 
403	32 
404	30 
405	78 
406	81 
407	18 
408	10 
409	69 
410	46 
411	27 
412	28 
413	8 
414	59 
415	16 
416	44 
417	71 
418	13 
419	56 
420	53 
421	9 
422	63 
423	4 
424	33 
425	39 
426	44 
427	4 
428	25 
429	8 
430	19 
431	11 
432	1 
433	76 
434	75 
435	17 
436	63 
437	6 
